time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,dewPoint,humidity,windSpeed,windBearing,cloudCover,pressure,ozone
2017-04-03 13:00:00,Overcast throughout the day.,cloudy,1491263328,1491309518,0.27,0.0007,0.0009,1491325200,0.01,rain,41.16,1491264000,54.05,1491296400,35.88,1491264000,54.05,1491296400,23.77,0.39,9.95,81,0.99,1010.61,320.8
